Feature,Importance
NEPHTN_HEATIND_105,0.0005994680296302943
ACS_PCT_ENGL_NOT_ALL,0.000590840074641696
ACS_PCT_ENGL_NOT_WELL,0.0005837249361459887
SAHIE_PCT_UNINSURED64_138FPL,0.0005699892896572213
ACS_PCT_NHPI_COMB,0.0005524528222068284
ACS_PCT_PERSON_INC_ABOVE200,0.0005380400939807564
AHRF_HOSP_ADMISSIONS_RATE,0.0005203963848127342
AHRF_VET,0.000512390967995121
AHRF_HOSPS_RATE,0.0004956638953516274
ACS_GINI_INDEX,0.00048563145057218344
POS_HOSP_OBSTETRIC_RATE,0.0004828507276686244
POS_HOSPICE_RATE,0.0004599773342941107
SAHIE_PCT_UNINSURED64_200FPL,0.0004497647531589978
SAHIE_PCT_UNINSURED64_250FPL,0.00041422631951152
AHRF_IP_DAY_NH_HOSP_RATE,0.00040642244221856806
ACS_PCT_HOUSEHOLDER_NHPI,0.00039376453452833566
SAHIE_PCT_UNINSURED64_400FPL,0.0003813391143655957
AHRF_ST_G_HOSP_BED_RATE,0.0003734116220128599
AHRF_ST_G_HOSP_ADMS_RATE,0.0003721975388670586
ACS_PCT_HU_SOLAR,0.00034699381179557025
AHRF_IP_DAY_ST_G_HOSP_RATE,0.0003383165740180268
NEPHTN_TEMPERATURE_95,0.0003283351119012261
AHRF_HOSP_BED_RATE,0.00030465286329074015
POS_HOSP_MEDSURG_ICU_RATE,0.00029331996028402184
ACS_PCT_NHPI_NONHISP,0.0002764114980401309
ACS_PCT_NHPI,0.00027471231759607355
POS_ASC_RATE,0.00024662627334731435
POS_HOSP_CHEMO_RATE,0.00020807789977723837
NEPHTN_TEMPERATURE_100,0.00020742429728989973
POS_HOSP_ALC_RATE,0.00017941805441928845
POS_SNF_BEDS_RATE,0.00016304564026428883
POS_CMHC_RATE,0.00013746719954904697
POS_HOSP_PSYCH_RATE,0.00013645261639096086
HRSA_MUA_COUNTY,0.00010564463973087385
POS_SNF_RATE,8.7945355363287e-05
AHRF_STNG_LT_HOSP_ADMS_RATE,7.99097953368579e-05
AHRF_IP_DAY_STNG_LT_RATE,7.679019781021556e-05
AHRF_OUTPAT_VST_STNGH_RATE,7.029174074707457e-05
NEPHTN_TEMPERATURE_105,6.412698170557034e-05
AHRF_ST_N_G_HOSP_RATE,4.290761026923965e-05
POS_HOSP_PED_ICU_RATE,3.063817080906544e-05
AHRF_OP_VST_LT_ER_OP_RATE,1.4744179209967383e-05
AHRF_HOSP_BEDS_LT_RATE,1.4206190785192045e-05
POS_HOSP_BURN_RATE,1.0977609529974095e-05
AHRF_LT_HOSP_RATE,3.3378468948756043e-06
POS_HOSP_AMBULANCE_RATE,1.648940465262714e-06
AHRF_NH_BED_STNGH_RATE,2.6814290239741698e-08
